"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","sales","salary"
"10996",0.67,0.49,3,224,3,0,0,0,"IT","low"
"9989",0.89,0.83,5,269,3,0,0,0,"IT","low"
"9581",0.59,0.51,2,145,5,0,0,0,"technical","medium"
"12539",0.87,1,5,261,5,1,1,0,"technical","medium"
"8629",0.84,0.73,5,230,4,1,0,0,"accounting","low"
"10714",0.65,0.89,5,223,3,1,0,0,"accounting","medium"
"11629",0.57,0.75,4,249,10,0,0,0,"product_mng","medium"
"2881",0.65,0.84,3,154,3,0,0,0,"support","high"
"8197",0.5,0.73,5,165,2,0,0,0,"accounting","low"
"271",0.44,0.51,2,127,3,0,1,0,"technical","medium"
"7671",0.67,0.56,4,241,3,0,0,0,"technical","low"
"11772",0.65,0.4,5,125,4,0,0,0,"sales","low"
"1941",0.4,0.47,2,136,3,0,1,0,"hr","medium"
"12361",0.1,0.87,6,290,4,0,1,0,"support","low"
"8976",0.88,0.72,5,181,4,0,0,0,"technical","low"
"7237",0.58,0.61,2,191,3,1,0,0,"management","low"
"6180",0.63,0.71,5,141,2,0,0,0,"RandD","medium"
"3941",0.58,0.71,3,205,3,0,0,0,"support","low"
"9667",0.86,0.96,5,246,3,0,0,0,"support","medium"
"12714",0.73,0.92,5,232,5,0,1,0,"sales","low"
"10123",0.35,0.54,3,128,3,0,0,0,"support","medium"
"5627",0.66,0.94,4,198,3,1,0,0,"support","medium"
"14864",0.09,0.77,6,290,4,0,1,0,"technical","medium"
"14598",0.1,0.93,6,298,4,0,1,0,"technical","medium"
"9469",0.84,0.54,5,186,2,0,0,0,"technical","medium"
"13851",0.7,0.84,3,260,4,1,0,0,"support","medium"
"10997",0.63,0.57,3,242,3,0,0,0,"product_mng","low"
"1045",0.63,0.94,3,179,2,0,1,0,"support","medium"
"4090",0.53,0.83,4,249,3,1,0,0,"technical","low"
"1125",0.43,0.52,2,141,3,0,1,0,"technical","medium"
"14948",0.91,0.98,4,242,6,0,1,0,"support","low"
"13",0.84,0.92,4,234,5,0,1,0,"sales","low"
"1641",0.91,0.89,5,217,5,0,1,0,"technical","low"
"6023",0.77,0.66,6,181,4,0,0,0,"product_mng","high"
"8519",0.59,0.75,4,194,2,0,0,0,"technical","low"
"7576",0.17,0.71,5,257,4,1,0,0,"sales","medium"
"13934",0.16,0.95,6,117,7,0,0,0,"sales","medium"
"6647",0.49,0.56,5,202,2,0,0,0,"marketing","medium"
"6125",0.52,0.62,3,179,3,0,0,0,"sales","high"
"7925",0.64,0.96,3,109,4,0,0,0,"IT","medium"
"3816",0.74,0.98,5,200,3,0,0,0,"sales","medium"
"7682",0.5,0.83,4,242,2,0,0,0,"support","medium"
"9348",0.38,0.6,4,190,2,0,0,0,"technical","low"
"7287",0.87,0.76,5,254,2,1,0,0,"hr","low"
"11170",0.77,0.83,5,216,4,0,0,0,"IT","medium"
"9380",0.18,0.85,5,192,3,0,0,0,"product_mng","high"
"8300",0.5,0.76,4,198,3,0,0,0,"support","medium"
"3416",0.63,0.61,3,234,3,1,0,0,"technical","medium"
"3596",0.32,0.97,6,272,2,0,0,0,"sales","low"
"7978",1,0.6,4,265,4,0,0,0,"technical","low"
"3310",0.41,0.87,6,262,6,0,0,0,"sales","high"
"5826",0.52,0.83,2,227,4,0,0,0,"sales","medium"
"12537",0.11,0.85,6,305,4,0,1,0,"accounting","medium"
"4218",0.63,0.55,3,160,3,0,0,0,"sales","low"
"4575",0.7,0.98,4,194,2,0,0,0,"IT","medium"
"14106",0.82,0.76,4,266,3,0,0,1,"management","high"
"12113",0.43,0.52,2,160,3,0,1,0,"technical","low"
"8346",0.96,0.83,3,233,3,0,0,0,"sales","medium"
"13912",0.7,0.88,3,159,2,0,0,0,"IT","high"
"12833",0.41,0.68,3,191,4,0,0,0,"sales","medium"
"13470",0.76,0.77,4,169,10,0,0,0,"management","medium"
"2017",0.9,0.66,3,231,3,0,0,0,"hr","medium"
"10984",0.43,0.51,5,168,4,0,0,0,"product_mng","medium"
"1546",0.1,0.78,6,310,4,0,1,0,"sales","medium"
"13622",0.17,0.78,3,239,6,0,0,0,"sales","low"
"12007",0.1,0.77,6,247,4,0,1,0,"sales","low"
"7952",0.72,0.63,4,251,3,0,0,0,"sales","medium"
"1039",0.89,1,4,237,5,0,1,0,"support","medium"
"11419",0.75,0.99,2,237,5,1,0,0,"product_mng","low"
"2927",0.82,0.84,3,139,2,1,0,0,"sales","low"
"14687",0.45,0.57,2,134,3,0,1,0,"sales","low"
"4675",0.74,0.76,5,255,4,0,0,0,"sales","medium"
"14366",0.39,0.48,2,160,3,0,1,0,"sales","low"
"13770",0.72,0.92,3,242,8,0,0,0,"sales","medium"
"3234",0.57,0.87,4,148,3,0,0,0,"sales","high"
"716",0.36,0.45,2,127,3,0,1,0,"accounting","low"
"11398",0.55,0.69,4,220,3,1,0,0,"management","high"
"7500",0.93,0.58,5,238,2,0,0,0,"sales","medium"
"11009",0.92,0.99,3,176,8,0,0,0,"sales","medium"
"11791",0.9,0.54,4,172,4,0,0,0,"sales","medium"
"8252",0.53,0.74,3,135,2,0,0,0,"marketing","low"
"10575",0.97,0.78,3,268,3,1,0,0,"technical","low"
"11827",0.81,0.81,5,250,4,0,0,1,"sales","medium"
"8432",0.55,0.55,5,194,3,1,0,0,"hr","low"
"6129",0.52,0.72,4,186,2,0,0,0,"sales","medium"
"10293",0.45,0.54,2,184,2,0,0,0,"IT","low"
"14190",0.61,0.68,3,193,2,0,0,0,"marketing","medium"
"9163",0.52,0.59,3,164,3,0,0,0,"technical","medium"
"3815",0.62,0.78,4,261,2,0,0,0,"marketing","low"
"8931",0.56,0.86,4,181,3,0,0,0,"marketing","medium"
"13495",0.66,0.85,3,178,8,1,0,0,"marketing","medium"
"4919",0.6,0.82,4,194,3,0,0,0,"hr","low"
"4128",0.74,1,4,199,4,0,0,0,"management","high"
"4161",0.68,0.91,4,162,3,1,0,0,"technical","medium"
"5645",0.97,0.7,5,195,2,1,0,0,"RandD","low"
"3871",0.2,0.93,4,101,5,0,0,0,"support","low"
"12772",0.1,0.86,6,309,4,0,1,0,"sales","medium"
"12657",0.79,0.86,5,235,5,0,1,0,"support","medium"
"13618",0.82,0.71,2,209,5,0,0,1,"marketing","medium"
"6343",0.58,0.78,5,211,3,1,0,0,"marketing","low"
"1161",0.36,0.73,4,276,2,0,1,0,"sales","medium"
"1733",0.84,0.97,5,256,5,0,1,0,"support","low"
"830",0.38,0.53,2,138,3,0,1,0,"product_mng","low"
"13077",0.96,0.68,3,132,2,0,0,0,"sales","medium"
"13215",0.83,0.52,5,217,3,0,0,0,"RandD","low"
"2629",0.64,0.52,4,207,3,0,0,0,"hr","low"
"11358",0.8,0.95,4,272,2,0,0,0,"sales","low"
"12061",0.85,0.91,5,226,5,0,1,0,"management","medium"
"253",0.19,0.59,7,192,3,0,1,0,"sales","low"
"6544",0.81,0.73,4,258,2,0,0,0,"technical","low"
"5563",0.86,0.68,2,192,3,0,0,0,"product_mng","high"
"13532",0.57,0.82,4,269,2,0,0,0,"technical","medium"
"12001",0.38,0.53,2,157,3,0,1,0,"sales","low"
"7722",0.59,0.6,3,149,4,0,0,0,"sales","medium"
"8996",0.74,0.89,3,229,3,0,0,0,"IT","medium"
"8956",0.88,0.93,4,177,3,0,0,0,"sales","medium"
"5205",0.51,0.49,4,182,2,0,0,0,"sales","medium"
"14441",0.78,0.98,5,239,6,0,1,0,"marketing","low"
"1618",0.76,0.98,4,237,5,0,1,0,"sales","low"
"12879",0.79,0.87,3,194,2,0,0,0,"technical","medium"
"146",0.41,0.46,2,151,3,0,1,0,"product_mng","low"
"12325",0.37,0.45,2,131,3,0,1,0,"sales","low"
"12034",0.45,0.55,2,140,3,0,1,0,"hr","low"
"13242",0.73,0.61,4,260,2,1,0,0,"sales","low"
"12407",0.73,0.99,5,241,5,0,1,0,"sales","low"
"7429",0.86,0.95,4,184,3,0,0,0,"sales","low"
"1890",0.11,0.95,6,279,4,0,1,0,"technical","low"
"12487",0.38,0.49,2,135,3,0,1,0,"accounting","low"
"5083",0.49,0.69,2,128,2,0,0,0,"support","medium"
"14791",0.39,0.55,2,159,3,0,1,0,"technical","high"
"13784",0.95,0.66,4,223,10,0,0,0,"IT","low"
"10524",0.62,0.69,3,207,4,0,0,0,"product_mng","low"
"7400",0.7,0.73,3,194,2,0,0,0,"RandD","low"
"12634",0.38,0.56,2,154,3,0,1,0,"sales","low"
"3394",0.71,0.53,3,186,2,0,0,0,"technical","low"
"12003",0.11,0.88,7,272,4,0,1,0,"sales","medium"
"14897",0.75,1,5,223,6,0,1,0,"accounting","medium"
"6325",0.48,0.6,4,230,3,0,0,0,"product_mng","medium"
"9456",0.49,0.88,4,270,3,0,0,0,"product_mng","low"
"2849",0.53,0.92,3,207,4,1,0,0,"sales","low"
"12391",0.78,1,4,253,5,0,1,0,"marketing","low"
"7706",0.44,0.61,3,147,4,0,0,0,"RandD","low"
"2887",0.97,0.7,3,203,3,0,0,0,"IT","low"
"655",0.1,0.89,7,308,4,0,1,0,"technical","medium"
"7433",1,0.97,5,141,2,0,0,0,"accounting","medium"
"8523",0.31,0.53,2,146,3,1,0,0,"support","low"
"8199",0.77,0.67,4,225,4,0,0,0,"hr","low"
"10139",0.91,0.88,5,123,5,0,0,0,"IT","low"
"4107",0.84,0.85,4,185,3,1,0,0,"IT","medium"
"1742",0.46,0.5,2,146,3,0,1,0,"IT","medium"
"2679",0.79,0.61,5,96,4,0,0,0,"marketing","medium"
"14107",0.6,0.42,2,109,6,0,0,0,"sales","low"
"35",0.84,0.87,4,246,6,0,1,0,"hr","low"
"5315",0.18,0.6,3,130,2,1,0,0,"support","medium"
"14236",0.4,0.53,2,158,3,0,1,0,"sales","low"
"6034",0.19,0.85,6,259,3,1,0,0,"support","low"
"14831",0.43,0.51,2,141,3,0,1,0,"sales","low"
"6216",0.55,0.98,2,144,2,0,0,0,"hr","medium"
"4539",0.73,0.97,3,245,2,0,0,1,"hr","medium"
"6761",0.94,0.6,5,278,2,0,0,0,"technical","low"
"10035",0.92,0.65,4,260,2,0,0,0,"hr","low"
"14150",0.15,0.74,6,144,7,0,0,1,"management","high"
"10974",0.67,0.63,3,227,3,0,0,0,"technical","medium"
"11173",0.67,0.52,4,207,3,0,0,0,"IT","medium"
"14352",0.09,0.96,6,245,4,0,1,0,"IT","low"
"11981",0.79,0.87,4,223,5,0,0,0,"sales","medium"
"9716",0.79,0.98,3,217,3,0,0,0,"sales","low"
"12144",0.37,0.47,2,152,3,0,1,0,"product_mng","low"
"2650",0.76,0.56,3,255,3,0,0,0,"support","medium"
"6458",0.54,0.51,2,176,3,0,0,0,"support","high"
"3001",0.24,0.52,4,228,5,0,0,0,"sales","medium"
"7786",0.65,0.74,4,237,3,1,0,0,"sales","low"
"3500",0.67,0.55,3,175,2,0,0,0,"IT","medium"
"7858",0.36,0.63,2,278,4,0,0,0,"RandD","low"
"14575",0.72,0.96,5,267,5,0,1,0,"technical","low"
"10001",0.93,0.49,4,255,2,0,0,0,"management","high"
"7526",0.94,0.88,5,150,4,0,0,0,"technical","medium"
"52",0.44,0.55,2,135,3,0,1,0,"support","low"
"13795",0.6,0.98,4,146,10,0,0,0,"technical","low"
"7496",0.5,0.96,4,274,3,0,0,0,"sales","low"
"9119",0.9,0.49,3,237,2,0,0,0,"technical","medium"
"12219",0.43,0.53,2,131,3,0,1,0,"IT","low"
"12752",0.46,0.45,2,138,3,0,1,1,"IT","low"
"1685",0.38,0.49,2,128,3,0,1,0,"technical","low"
"6179",0.87,0.89,3,140,2,1,0,0,"RandD","low"
"1931",0.83,0.81,5,219,5,0,1,0,"sales","low"
"8986",0.63,0.57,5,149,3,0,0,0,"support","low"
"3408",0.54,0.43,3,192,2,0,0,0,"support","low"
"777",0.1,0.97,6,254,5,0,1,0,"sales","medium"
"155",0.39,0.48,2,160,3,0,1,0,"sales","low"
"10000",0.26,0.91,5,183,6,0,0,0,"IT","medium"
"4860",0.92,0.49,5,259,3,1,0,0,"support","medium"
"7543",0.88,0.89,4,135,3,0,0,0,"IT","medium"
"929",0.77,0.91,5,261,6,0,1,0,"sales","medium"
"14038",0.81,0.81,5,250,4,0,0,1,"sales","medium"
"585",0.41,0.56,2,154,3,0,1,1,"support","medium"
"2255",0.91,0.82,3,183,3,0,0,0,"technical","medium"
"9671",0.34,0.62,2,257,6,1,0,0,"support","low"
"7184",0.91,0.58,3,257,3,0,0,0,"marketing","medium"
"1992",0.38,0.49,2,155,3,0,1,0,"marketing","low"
"1139",0.09,0.92,6,303,5,0,1,0,"sales","low"
"6625",0.95,0.73,4,238,3,1,0,0,"IT","low"
"11477",0.5,0.53,3,142,3,1,0,0,"product_mng","medium"
"9633",0.87,0.63,5,214,3,0,0,0,"sales","low"
"6696",0.95,0.47,6,215,4,0,0,0,"support","low"
"13156",0.62,0.51,4,193,3,0,0,0,"accounting","high"
"10174",0.62,0.77,3,204,4,0,0,0,"sales","high"
"11613",0.58,0.99,3,207,10,0,0,0,"technical","low"
"11670",0.69,0.43,5,113,8,0,0,0,"technical","medium"
"11096",0.87,0.92,4,263,3,0,0,0,"management","medium"
"2934",0.56,0.88,3,174,3,0,0,0,"hr","low"
"6368",0.44,0.44,3,126,2,0,0,0,"hr","medium"
"9594",0.65,0.77,2,248,3,0,0,0,"support","low"
"11351",0.53,0.61,3,148,10,0,0,0,"management","high"
"108",0.44,0.5,2,148,3,0,1,0,"accounting","medium"
"11775",0.64,0.6,3,265,4,0,0,0,"sales","low"
"13098",0.63,0.71,4,244,2,0,0,0,"support","low"
"11184",0.82,0.91,5,271,2,0,0,1,"RandD","medium"
"7842",0.27,0.75,5,264,3,0,0,0,"technical","medium"
"3476",0.63,0.54,3,145,2,1,0,0,"technical","low"
"2407",0.84,0.75,3,187,3,1,0,0,"technical","medium"
"894",0.85,0.85,5,267,5,0,1,0,"support","medium"
"3900",0.95,0.81,5,120,3,0,0,0,"marketing","low"
"6063",0.96,0.8,4,145,2,0,0,0,"hr","medium"
"14807",0.09,0.87,5,263,4,0,1,0,"IT","low"
"955",0.4,0.46,2,131,3,0,1,0,"technical","low"
"1498",0.37,0.48,2,129,3,0,1,0,"support","low"
"11385",0.43,0.38,3,119,2,0,0,0,"sales","low"
"9827",0.8,0.64,5,180,2,0,0,0,"support","low"
"2128",0.74,0.58,4,148,2,0,0,0,"product_mng","medium"
"11748",0.48,0.7,3,213,10,0,0,0,"sales","medium"
"4871",0.99,0.95,4,102,5,0,0,0,"IT","low"
"6777",0.55,0.71,3,211,2,0,0,0,"management","low"
"10754",0.6,0.86,6,247,6,0,0,0,"product_mng","medium"
"11830",0.64,0.67,4,252,3,1,0,0,"sales","medium"
"2575",0.26,0.67,2,242,6,0,0,0,"technical","low"
"6220",0.75,0.78,3,241,3,0,0,0,"technical","medium"
"13926",0.51,0.75,3,133,3,0,0,0,"sales","medium"
"11788",0.58,0.9,3,209,2,0,0,0,"management","high"
"9214",0.74,0.58,4,193,3,0,0,0,"support","medium"
"13047",0.84,0.6,3,250,3,1,0,0,"RandD","low"
"3335",0.99,0.96,5,261,3,0,0,0,"support","high"
"13220",0.92,0.99,3,176,8,0,0,0,"sales","medium"
"8532",0.96,0.85,3,168,3,0,0,0,"technical","medium"
"1687",0.22,0.86,4,293,3,0,1,0,"marketing","low"
"11900",0.74,0.94,4,157,2,0,0,0,"sales","medium"
"11652",0.61,0.77,5,232,7,0,0,0,"sales","medium"
"11960",0.85,0.64,5,256,7,0,0,0,"product_mng","low"
"12823",0.52,0.97,4,170,3,0,0,0,"support","medium"
"609",0.45,0.49,2,134,3,0,1,0,"RandD","medium"
"14877",0.1,0.97,7,306,4,0,1,0,"marketing","low"
"4639",0.97,0.75,3,241,2,0,0,0,"technical","low"
"10157",0.99,0.61,5,196,3,0,0,0,"technical","medium"
"10692",1,0.93,5,231,2,0,0,0,"marketing","medium"
"1681",0.09,0.96,7,274,5,0,1,0,"marketing","low"
"14900",0.1,0.81,7,244,5,0,1,0,"hr","medium"
"11526",0.83,0.67,3,175,3,0,0,0,"product_mng","medium"
"2280",0.96,0.45,6,232,2,1,0,0,"product_mng","low"
"6900",0.86,1,3,166,3,1,0,0,"accounting","medium"
"4435",0.66,0.68,4,152,3,0,0,0,"marketing","high"
"3663",0.36,0.42,3,206,5,0,0,0,"marketing","high"
"6303",0.68,0.79,5,139,4,0,0,0,"technical","low"
"6961",0.64,0.79,3,253,2,0,0,0,"sales","low"
"6886",0.88,0.76,4,159,4,1,0,0,"sales","low"
"11957",0.85,0.87,4,152,7,0,0,0,"sales","low"
"11140",0.74,1,4,192,4,0,0,0,"technical","high"
"2754",0.54,0.96,3,201,3,0,0,0,"management","medium"
"11573",0.95,0.66,4,223,10,0,0,0,"IT","low"
"13777",0.96,0.97,6,137,10,0,0,0,"sales","low"
"14149",0.82,0.74,3,229,7,0,0,1,"management","high"
"12148",0.11,0.87,6,306,4,0,1,0,"IT","low"
"8692",0.49,0.57,3,157,3,0,0,0,"IT","medium"
"10942",0.81,0.92,5,258,3,0,0,1,"sales","medium"
"3479",0.49,0.76,3,208,2,0,0,0,"technical","low"
"6307",1,0.81,3,168,4,0,0,0,"support","low"
"4637",0.72,0.95,5,171,3,0,0,0,"support","low"
"481",0.37,0.49,2,151,3,0,1,0,"sales","low"
"14375",0.79,0.89,5,239,5,0,1,0,"sales","low"
"2519",0.63,0.98,4,175,2,0,0,0,"sales","medium"
"11818",0.68,0.79,4,184,3,0,0,0,"marketing","low"
"2270",0.72,0.79,5,260,2,0,0,0,"technical","low"
"10790",0.62,0.94,4,252,4,0,0,0,"accounting","low"
"7077",0.57,0.7,3,210,2,0,0,0,"support","medium"
"13892",0.59,0.69,3,200,3,0,0,0,"sales","low"
"6286",0.91,0.69,5,240,3,0,0,0,"sales","medium"
"6851",0.95,0.49,3,188,3,0,0,0,"technical","low"
"12710",0.42,0.48,2,140,3,0,1,0,"sales","low"
"11684",0.96,0.6,3,160,10,0,0,0,"support","medium"
"13451",0.82,0.85,3,214,2,0,0,0,"support","high"
"2423",0.61,0.68,5,225,4,0,0,0,"technical","low"
"10916",0.98,0.67,4,209,6,0,0,0,"marketing","low"
"7502",0.62,0.51,4,208,2,1,0,0,"sales","low"
"8676",0.31,0.79,2,193,4,0,0,0,"support","low"
"11180",0.65,0.9,6,217,4,1,0,1,"RandD","medium"
"11819",0.66,0.6,3,210,2,0,0,0,"sales","low"
"10106",0.48,0.99,5,180,2,0,0,0,"accounting","low"
"1958",0.76,0.83,6,293,6,0,1,0,"support","low"
"576",0.39,0.49,2,129,3,0,1,0,"technical","medium"
"14861",0.46,0.5,2,156,3,0,1,0,"technical","medium"
"14603",0.45,0.55,2,148,3,0,1,0,"sales","low"
"8695",0.24,0.39,4,152,5,0,0,0,"product_mng","high"
"10858",0.6,0.96,4,220,3,1,0,1,"sales","medium"
"3226",0.84,0.75,3,184,3,0,0,0,"sales","medium"
"1305",0.89,0.98,4,242,6,0,1,0,"marketing","low"
"4867",0.95,0.69,4,207,2,1,0,0,"technical","low"
"5158",0.19,0.92,5,193,6,0,0,0,"technical","medium"
"8895",0.7,0.74,5,255,2,0,0,0,"technical","medium"
"3107",0.45,0.39,2,167,3,0,0,0,"support","medium"
"13020",0.27,0.48,4,185,2,0,0,0,"support","low"
"3682",0.19,0.91,6,152,3,0,0,0,"sales","low"
"875",0.14,0.73,7,282,5,0,1,0,"technical","low"
"7483",0.61,0.72,4,134,2,0,0,0,"accounting","medium"
"6075",0.72,0.73,3,198,2,0,0,0,"technical","low"
"14646",0.1,0.84,6,309,4,0,1,0,"support","low"
"1906",0.43,0.49,2,131,3,0,1,0,"RandD","high"
"13805",0.65,0.85,4,172,3,0,0,0,"sales","medium"
"7565",0.95,0.9,2,129,5,0,0,0,"marketing","medium"
"8314",0.22,0.76,4,176,6,1,0,0,"product_mng","high"
"1167",0.42,0.54,2,135,3,0,1,0,"sales","medium"
"3644",1,0.73,3,205,2,0,0,0,"technical","medium"
"10373",0.78,0.91,3,166,2,1,0,0,"product_mng","low"
"13655",0.58,0.8,4,113,3,0,0,0,"IT","medium"
"9412",0.61,0.86,3,238,2,0,0,0,"sales","low"
"4277",0.7,0.84,4,184,3,0,0,0,"sales","medium"
"6515",0.71,0.88,3,158,3,0,0,0,"accounting","medium"
"14641",0.41,0.52,2,127,3,1,1,0,"support","low"
"4872",0.57,0.61,3,167,2,1,0,0,"IT","low"
"7513",0.81,0.62,4,197,3,0,0,0,"hr","low"
"12058",0.1,0.81,6,309,4,0,1,0,"technical","low"
"4784",0.41,0.54,2,190,4,0,0,0,"support","low"
"6877",0.79,0.84,4,144,2,1,0,0,"marketing","medium"
"6372",0.7,0.73,4,240,2,1,0,0,"technical","medium"
"6658",0.65,0.56,3,142,3,0,0,0,"sales","low"
"3276",0.6,0.8,4,146,2,0,0,0,"product_mng","medium"
"13286",0.9,0.93,3,209,3,0,0,0,"product_mng","medium"
"12598",0.11,0.9,6,263,4,0,1,0,"IT","low"
"4709",0.81,0.97,3,247,3,0,0,0,"support","medium"
"3628",0.18,0.7,5,182,4,0,0,0,"technical","low"
"7548",0.7,0.73,5,151,2,0,0,0,"product_mng","low"
"431",0.89,0.65,5,195,6,0,1,0,"support","low"
"14516",0.89,0.87,5,255,5,0,1,0,"RandD","medium"
"7107",0.57,0.59,4,158,3,0,0,0,"marketing","medium"
"4192",0.61,0.64,3,245,2,0,0,0,"product_mng","medium"
"9120",0.59,0.67,6,126,3,0,0,0,"technical","medium"
"7636",0.57,0.88,3,176,3,0,0,0,"support","low"
"10564",0.67,0.61,4,145,4,0,0,0,"hr","low"
"13535",0.84,0.56,5,224,2,0,0,0,"support","medium"
"4253",0.14,0.66,6,142,5,0,0,0,"support","low"
"11057",0.15,0.91,5,230,3,0,0,0,"support","medium"
"3775",0.55,0.74,3,211,3,1,0,0,"technical","high"
"8095",0.65,0.6,3,148,2,0,0,0,"technical","low"
"1396",0.45,0.51,2,156,3,0,1,0,"sales","medium"
"11040",0.31,0.87,6,240,3,1,0,0,"hr","low"
"6412",0.59,0.75,4,190,2,0,0,0,"sales","medium"
"5217",0.45,0.64,5,133,4,0,0,0,"accounting","medium"
"7555",0.8,0.68,3,160,3,0,0,0,"RandD","low"
"3621",0.62,0.68,5,265,3,0,0,0,"hr","medium"
"12610",0.1,0.85,7,279,4,0,1,0,"RandD","medium"
"5177",0.79,0.72,4,192,3,0,0,0,"IT","low"
"511",0.44,0.48,2,146,3,0,1,0,"support","low"
"5947",0.98,0.84,4,200,2,0,0,0,"product_mng","medium"
"11979",0.61,0.68,3,193,2,0,0,0,"marketing","medium"
"9099",0.96,0.52,4,228,3,0,0,0,"sales","low"
"3763",0.2,0.95,5,169,5,0,0,0,"sales","medium"
"11469",0.59,0.62,3,166,2,0,0,0,"sales","low"
"273",0.81,0.93,5,270,5,0,1,0,"technical","medium"
"7624",0.52,0.9,3,133,3,0,0,0,"product_mng","low"
"3837",0.58,0.63,4,271,3,0,0,0,"sales","low"
"13682",0.48,0.9,4,208,3,0,0,0,"sales","low"
"11733",0.24,0.94,6,141,3,1,0,0,"sales","low"
"4125",0.61,0.97,3,199,3,1,0,0,"accounting","high"
"3331",0.82,0.99,3,195,2,0,0,0,"support","high"
"2597",0.76,0.64,3,189,3,0,0,0,"accounting","medium"
"1653",0.87,0.97,5,250,6,0,1,0,"support","low"
"6779",0.34,0.67,5,96,2,1,0,0,"IT","low"
"6484",0.99,0.56,5,210,2,0,0,0,"RandD","medium"
"5743",0.64,0.86,5,222,3,0,0,0,"sales","medium"
"6714",0.83,0.86,3,179,2,0,0,0,"RandD","medium"
"2222",0.78,0.81,4,232,3,0,0,0,"sales","medium"
"913",0.8,0.95,4,274,5,0,1,0,"sales","low"
"1220",0.75,1,4,243,5,0,1,0,"RandD","low"
"6703",1,0.65,4,237,3,0,0,0,"IT","low"
"7629",0.89,0.5,2,238,4,0,0,0,"RandD","low"
"7867",0.69,0.6,3,139,2,0,0,0,"marketing","low"
"1819",0.83,1,5,269,5,0,1,0,"IT","medium"
"13650",0.16,0.98,3,232,5,0,0,0,"sales","medium"
"4816",0.92,0.56,4,170,3,0,0,0,"marketing","medium"
"1572",0.74,0.96,4,231,5,0,1,0,"technical","low"
"14583",0.36,0.51,2,135,3,0,1,0,"IT","low"
"12142",0.45,0.53,2,155,3,0,1,0,"IT","low"
"7779",0.89,0.56,4,241,5,0,0,0,"IT","low"
"9520",0.83,0.51,4,199,3,0,0,0,"support","low"
"3272",0.55,0.51,4,155,3,0,0,0,"IT","low"
"9547",0.95,0.95,4,137,4,0,0,0,"management","medium"
"9315",0.74,0.95,5,170,4,0,0,0,"technical","medium"
"102",0.36,0.52,2,147,3,0,1,0,"sales","medium"
"3386",0.79,0.55,3,147,3,0,0,0,"sales","medium"
"3846",0.64,0.9,4,211,3,0,0,0,"hr","medium"
"4331",0.67,0.6,4,210,3,0,0,0,"support","low"
"3442",0.54,0.6,4,141,3,0,0,0,"marketing","low"
"1454",0.63,0.83,6,242,5,0,1,0,"accounting","low"
"8016",0.83,0.64,3,242,3,0,0,0,"accounting","low"
"6983",0.74,0.54,6,113,3,0,0,0,"technical","medium"
"10785",0.13,0.62,5,268,3,0,0,0,"sales","medium"
"10690",0.89,0.49,4,275,3,0,0,0,"management","medium"
"13050",0.73,0.98,5,272,2,0,0,0,"marketing","low"
"4162",0.9,0.74,3,260,4,0,0,0,"technical","high"
"2339",0.64,0.53,4,163,3,0,0,0,"support","medium"
"4364",0.85,0.72,3,201,3,0,0,0,"sales","low"
"9405",0.68,0.54,4,165,4,0,0,0,"sales","high"
"7546",0.77,0.8,3,147,3,0,0,0,"IT","low"
"6539",0.75,0.84,3,145,3,1,0,0,"support","low"
"7750",0.6,0.54,3,136,3,1,0,0,"technical","low"
"10560",0.49,0.5,5,170,2,0,0,0,"sales","medium"
"2146",0.97,0.68,3,167,3,0,0,0,"sales","low"
"9825",0.47,0.49,2,112,3,1,0,0,"support","medium"
"1102",0.09,0.97,7,262,4,0,1,0,"technical","low"
"3660",0.35,0.7,3,107,3,0,0,0,"RandD","high"
"2811",0.69,0.97,4,233,3,0,0,0,"IT","low"
"12486",0.32,0.95,5,172,2,0,1,0,"sales","low"
"2319",0.55,0.84,3,237,3,0,0,0,"accounting","low"
"6401",0.54,0.67,3,243,2,0,0,0,"product_mng","medium"
"2780",0.51,0.81,3,143,2,0,0,0,"hr","low"
"7317",0.17,0.85,3,168,4,0,0,0,"IT","low"
"8041",0.54,0.63,5,259,2,0,0,0,"sales","medium"
"14175",0.9,0.48,4,136,7,0,0,0,"IT","low"
"10335",0.54,0.65,3,185,2,0,0,0,"accounting","high"
"5541",0.44,0.48,2,226,3,0,0,0,"technical","low"
"2633",0.68,0.69,4,225,2,0,0,0,"technical","low"
"2940",0.54,0.64,2,219,3,0,0,0,"technical","low"
"12330",0.44,0.48,2,148,3,0,1,0,"sales","low"
"6225",0.79,0.96,4,180,3,0,0,0,"technical","low"
"9797",0.15,0.42,3,98,3,0,0,0,"sales","low"
"14174",0.92,0.64,2,104,7,0,0,0,"product_mng","low"
"3481",0.87,0.59,5,154,3,0,0,0,"support","low"
"10438",0.89,0.56,4,225,4,0,0,0,"technical","medium"
"13055",0.95,0.62,4,150,2,0,0,0,"management","low"
"13086",0.91,0.94,5,159,3,0,0,0,"technical","low"
"7734",0.92,0.8,3,211,4,0,0,0,"sales","low"
"12217",0.36,0.48,2,158,3,0,1,0,"IT","low"
"13144",0.13,0.61,5,198,5,0,0,0,"sales","medium"
"3869",0.49,0.51,4,133,3,0,0,0,"support","low"
"3746",0.52,0.56,4,225,2,0,0,0,"marketing","medium"
